,overall,pace,shooting,passing,dribbling,defending,physic
17345,55,72.0,52.0,48.0,60.0,26.0,50.0
17346,55,35.0,44.0,50.0,51.0,57.0,74.0
17348,55,72.0,27.0,35.0,46.0,55.0,64.0
17351,54,66.0,43.0,50.0,65.0,40.0,54.0
17352,54,72.0,53.0,40.0,55.0,18.0,43.0
17353,54,75.0,43.0,50.0,56.0,48.0,51.0
17356,54,69.0,42.0,51.0,55.0,48.0,57.0
17357,54,64.0,41.0,51.0,58.0,49.0,64.0
17358,54,61.0,48.0,49.0,59.0,32.0,47.0
17359,54,68.0,40.0,57.0,52.0,38.0,44.0
17360,54,62.0,40.0,52.0,53.0,44.0,55.0
17363,54,72.0,42.0,50.0,59.0,29.0,47.0
17365,54,55.0,25.0,35.0,36.0,53.0,61.0
17366,54,56.0,49.0,39.0,51.0,23.0,59.0
17368,54,66.0,40.0,56.0,51.0,33.0,63.0
17369,54,63.0,52.0,41.0,55.0,26.0,47.0
17370,54,62.0,27.0,37.0,36.0,51.0,66.0
17371,54,61.0,32.0,45.0,50.0,51.0,63.0
17372,54,67.0,48.0,48.0,57.0,26.0,47.0
17374,54,60.0,53.0,40.0,51.0,21.0,50.0
17375,54,75.0,54.0,48.0,55.0,33.0,39.0
17376,54,69.0,52.0,39.0,50.0,19.0,58.0
17377,54,58.0,45.0,54.0,55.0,52.0,50.0
17379,54,58.0,23.0,38.0,30.0,52.0,60.0
17380,54,70.0,41.0,49.0,53.0,53.0,56.0
17381,54,69.0,46.0,50.0,53.0,47.0,48.0
17383,54,62.0,40.0,55.0,54.0,36.0,48.0
17384,54,63.0,26.0,29.0,34.0,55.0,58.0
17385,54,65.0,38.0,51.0,53.0,44.0,44.0
17386,54,66.0,54.0,40.0,48.0,17.0,48.0
17387,54,69.0,43.0,52.0,58.0,50.0,52.0
17388,54,59.0,39.0,52.0,54.0,50.0,59.0
17389,54,75.0,48.0,38.0,54.0,21.0,52.0
17390,54,62.0,39.0,52.0,49.0,51.0,51.0
17391,54,68.0,43.0,48.0,59.0,22.0,48.0
17392,54,70.0,28.0,44.0,52.0,50.0,55.0
17394,54,64.0,45.0,52.0,57.0,46.0,44.0
17395,54,52.0,26.0,37.0,36.0,52.0,63.0
17397,54,65.0,52.0,42.0,58.0,21.0,54.0
17398,54,70.0,33.0,45.0,55.0,47.0,50.0
17399,54,77.0,47.0,49.0,56.0,41.0,47.0
17400,54,55.0,44.0,51.0,55.0,48.0,52.0
17401,54,64.0,31.0,42.0,53.0,54.0,64.0
17402,54,59.0,27.0,32.0,36.0,51.0,61.0
17403,54,66.0,51.0,50.0,55.0,23.0,51.0
17405,54,63.0,42.0,51.0,61.0,31.0,52.0
17406,54,71.0,44.0,50.0,59.0,29.0,42.0
17407,54,54.0,46.0,50.0,56.0,25.0,40.0
17408,54,78.0,47.0,44.0,57.0,28.0,40.0
17409,54,74.0,44.0,47.0,56.0,38.0,51.0
17410,54,64.0,46.0,45.0,59.0,50.0,64.0
17411,54,63.0,50.0,51.0,54.0,44.0,52.0
17413,54,68.0,51.0,39.0,53.0,21.0,53.0
17414,54,52.0,28.0,35.0,38.0,57.0,52.0
17415,54,70.0,46.0,52.0,56.0,35.0,56.0
17416,54,60.0,26.0,28.0,39.0,55.0,57.0
17417,54,67.0,51.0,35.0,55.0,17.0,56.0
17419,54,70.0,29.0,45.0,52.0,53.0,53.0
17420,54,63.0,30.0,46.0,52.0,46.0,56.0
17421,54,63.0,39.0,53.0,53.0,40.0,53.0
17423,54,69.0,41.0,55.0,53.0,40.0,55.0
17424,54,74.0,45.0,49.0,58.0,47.0,57.0
17425,54,64.0,27.0,35.0,35.0,52.0,64.0
17426,54,64.0,54.0,40.0,47.0,30.0,66.0
17427,54,64.0,35.0,50.0,48.0,53.0,43.0
17429,54,59.0,34.0,35.0,50.0,56.0,62.0
17430,54,63.0,37.0,45.0,52.0,50.0,57.0
17431,54,65.0,40.0,52.0,60.0,39.0,51.0
17432,54,70.0,28.0,38.0,57.0,49.0,53.0
17433,54,76.0,48.0,46.0,55.0,21.0,56.0
17434,54,63.0,40.0,52.0,58.0,25.0,43.0
17435,54,66.0,46.0,55.0,61.0,38.0,42.0
17436,54,70.0,52.0,38.0,53.0,22.0,66.0
17437,54,67.0,24.0,41.0,54.0,49.0,51.0
17438,54,65.0,55.0,48.0,58.0,50.0,58.0
17439,54,65.0,45.0,51.0,60.0,46.0,56.0
17440,54,81.0,51.0,41.0,56.0,31.0,49.0
17441,54,76.0,44.0,50.0,57.0,45.0,53.0
17442,54,76.0,51.0,42.0,58.0,17.0,53.0
17443,54,64.0,46.0,48.0,58.0,45.0,44.0
17445,54,81.0,45.0,52.0,56.0,51.0,54.0
17446,54,62.0,37.0,53.0,53.0,51.0,49.0
17448,54,56.0,33.0,45.0,51.0,54.0,60.0
17449,54,62.0,31.0,37.0,51.0,54.0,60.0
17450,54,59.0,28.0,41.0,35.0,55.0,58.0
17451,54,71.0,45.0,49.0,58.0,28.0,51.0
17452,54,63.0,28.0,34.0,37.0,53.0,57.0
17453,54,66.0,55.0,38.0,48.0,20.0,50.0
17454,54,73.0,47.0,49.0,57.0,46.0,58.0
17455,54,67.0,43.0,52.0,56.0,22.0,40.0
17457,54,71.0,26.0,32.0,36.0,55.0,57.0
17459,54,81.0,48.0,45.0,54.0,23.0,40.0
17461,54,65.0,54.0,36.0,52.0,20.0,43.0
17462,54,57.0,40.0,53.0,54.0,54.0,51.0
17463,54,76.0,51.0,43.0,55.0,26.0,51.0
17464,54,70.0,50.0,51.0,57.0,48.0,63.0
17465,54,66.0,36.0,45.0,54.0,55.0,55.0
17467,54,64.0,49.0,43.0,55.0,25.0,55.0
17468,54,67.0,49.0,40.0,51.0,21.0,54.0
17469,54,61.0,46.0,52.0,53.0,42.0,56.0
17470,54,57.0,23.0,34.0,33.0,53.0,60.0
17471,54,60.0,24.0,29.0,32.0,56.0,59.0
17473,54,65.0,36.0,47.0,62.0,50.0,50.0
17474,54,66.0,28.0,41.0,51.0,54.0,60.0
17475,54,58.0,38.0,52.0,51.0,55.0,41.0
17476,54,65.0,26.0,34.0,41.0,51.0,65.0
17477,54,70.0,52.0,37.0,53.0,21.0,61.0
17478,54,61.0,42.0,46.0,52.0,52.0,55.0
17480,54,58.0,51.0,43.0,49.0,43.0,62.0
17482,54,55.0,34.0,55.0,60.0,40.0,56.0
17483,54,64.0,52.0,45.0,50.0,23.0,50.0
17484,54,60.0,39.0,53.0,54.0,47.0,60.0
17485,54,74.0,42.0,47.0,59.0,31.0,37.0
17486,54,57.0,57.0,46.0,51.0,20.0,51.0
17487,54,69.0,31.0,44.0,50.0,48.0,59.0
17488,54,75.0,50.0,43.0,58.0,28.0,49.0
17489,54,63.0,40.0,51.0,55.0,44.0,54.0
17490,54,50.0,34.0,41.0,55.0,58.0,48.0
17492,54,66.0,26.0,36.0,41.0,53.0,58.0
17493,54,63.0,27.0,39.0,47.0,52.0,58.0
17494,54,58.0,49.0,48.0,47.0,26.0,64.0
17496,54,56.0,37.0,49.0,55.0,50.0,58.0
17498,54,61.0,46.0,54.0,55.0,47.0,58.0
17499,54,66.0,53.0,37.0,50.0,20.0,56.0
17500,54,68.0,45.0,54.0,55.0,40.0,50.0
17501,54,65.0,42.0,52.0,55.0,45.0,63.0
17502,54,68.0,51.0,35.0,50.0,27.0,64.0
17503,54,61.0,52.0,40.0,53.0,26.0,61.0
17504,54,61.0,55.0,40.0,53.0,20.0,43.0
17506,54,54.0,25.0,29.0,29.0,54.0,55.0
17507,54,66.0,46.0,53.0,54.0,36.0,36.0
17508,54,87.0,52.0,38.0,51.0,33.0,46.0
17509,54,63.0,44.0,52.0,58.0,24.0,41.0
17510,54,63.0,48.0,53.0,49.0,38.0,61.0
17511,54,65.0,61.0,52.0,61.0,51.0,39.0
17512,54,55.0,33.0,48.0,53.0,53.0,58.0
17513,54,69.0,52.0,48.0,55.0,16.0,41.0
17514,54,78.0,48.0,32.0,52.0,22.0,69.0
17515,54,70.0,44.0,45.0,57.0,57.0,53.0
17516,54,61.0,30.0,36.0,34.0,54.0,57.0
17517,54,71.0,51.0,48.0,59.0,31.0,39.0
17518,54,61.0,49.0,54.0,56.0,47.0,62.0
17519,54,78.0,51.0,45.0,60.0,25.0,49.0
17520,54,75.0,51.0,48.0,55.0,24.0,51.0
17521,54,70.0,50.0,44.0,59.0,28.0,44.0
17522,54,69.0,50.0,37.0,54.0,20.0,55.0
17523,54,49.0,22.0,38.0,39.0,53.0,58.0
17524,54,52.0,24.0,35.0,50.0,49.0,66.0
17527,54,60.0,37.0,50.0,54.0,52.0,59.0
17528,54,50.0,24.0,28.0,32.0,52.0,65.0
17529,54,62.0,25.0,32.0,34.0,52.0,64.0
17530,54,67.0,42.0,50.0,56.0,27.0,53.0
17531,54,53.0,27.0,29.0,31.0,53.0,65.0
17532,54,65.0,26.0,48.0,69.0,45.0,46.0
17533,54,63.0,47.0,54.0,54.0,39.0,39.0
17534,54,70.0,25.0,50.0,57.0,49.0,52.0
17535,54,63.0,42.0,55.0,52.0,51.0,66.0
17536,54,58.0,33.0,48.0,52.0,51.0,57.0
17537,54,56.0,50.0,39.0,54.0,22.0,59.0
17539,54,78.0,27.0,35.0,50.0,52.0,49.0
17540,54,79.0,44.0,49.0,51.0,30.0,57.0
17541,54,70.0,55.0,47.0,54.0,22.0,53.0
17543,54,63.0,45.0,50.0,58.0,36.0,42.0
17544,54,67.0,33.0,41.0,55.0,52.0,54.0
17545,54,58.0,23.0,36.0,34.0,52.0,61.0
17546,54,57.0,38.0,54.0,61.0,52.0,49.0
17547,54,46.0,27.0,26.0,30.0,53.0,59.0
17548,54,67.0,49.0,55.0,53.0,50.0,58.0
17550,54,68.0,49.0,46.0,53.0,21.0,59.0
17551,54,70.0,27.0,35.0,48.0,52.0,55.0
17553,54,61.0,24.0,28.0,34.0,55.0,55.0
17554,54,65.0,49.0,52.0,53.0,27.0,49.0
17555,54,61.0,40.0,52.0,54.0,48.0,54.0
17556,54,63.0,27.0,33.0,50.0,59.0,57.0
17558,54,60.0,25.0,40.0,46.0,52.0,62.0
17559,54,64.0,26.0,39.0,49.0,55.0,54.0
17560,54,62.0,31.0,45.0,56.0,50.0,53.0
17561,54,65.0,27.0,39.0,53.0,51.0,59.0
17562,54,62.0,48.0,53.0,52.0,53.0,56.0
17564,54,67.0,43.0,51.0,54.0,53.0,41.0
17565,54,56.0,22.0,34.0,38.0,54.0,56.0
17566,54,77.0,53.0,44.0,59.0,22.0,36.0
17567,54,79.0,52.0,38.0,51.0,19.0,55.0
17568,54,71.0,55.0,40.0,50.0,25.0,41.0
17569,54,64.0,50.0,52.0,55.0,38.0,45.0
17570,54,61.0,24.0,30.0,37.0,55.0,58.0
17571,54,57.0,58.0,34.0,51.0,19.0,56.0
17572,54,71.0,51.0,38.0,50.0,34.0,57.0
17573,54,62.0,54.0,34.0,45.0,28.0,64.0
17574,54,58.0,26.0,49.0,56.0,51.0,57.0
17575,54,64.0,45.0,51.0,55.0,41.0,58.0
17576,54,57.0,27.0,36.0,54.0,56.0,50.0
17577,54,55.0,23.0,30.0,32.0,54.0,61.0
17578,54,56.0,25.0,39.0,50.0,52.0,60.0
17579,54,70.0,27.0,38.0,49.0,51.0,60.0
17580,54,57.0,55.0,55.0,62.0,31.0,40.0
17581,54,43.0,39.0,57.0,53.0,52.0,62.0
17582,54,56.0,56.0,36.0,46.0,25.0,56.0
17583,53,73.0,32.0,42.0,52.0,47.0,63.0
17585,53,60.0,38.0,55.0,53.0,40.0,46.0
17587,53,71.0,49.0,44.0,58.0,25.0,27.0
17588,53,52.0,25.0,37.0,33.0,51.0,64.0
17589,53,65.0,34.0,35.0,43.0,52.0,56.0
17590,53,60.0,37.0,52.0,55.0,42.0,52.0
17591,53,68.0,42.0,46.0,63.0,27.0,39.0
17592,53,59.0,39.0,51.0,50.0,47.0,55.0
17593,53,66.0,41.0,52.0,52.0,42.0,48.0
17595,53,56.0,52.0,39.0,52.0,18.0,49.0
17597,53,69.0,53.0,38.0,49.0,20.0,49.0
17598,53,60.0,24.0,31.0,39.0,52.0,63.0
17599,53,75.0,51.0,37.0,52.0,16.0,50.0
17601,53,56.0,35.0,45.0,51.0,50.0,64.0
17602,53,61.0,23.0,28.0,35.0,51.0,63.0
17603,53,62.0,47.0,44.0,54.0,20.0,48.0
17604,53,59.0,24.0,41.0,48.0,50.0,55.0
17605,53,70.0,55.0,44.0,58.0,18.0,35.0
17606,53,57.0,38.0,42.0,48.0,51.0,55.0
17607,53,60.0,23.0,30.0,41.0,49.0,64.0
17608,53,71.0,49.0,48.0,56.0,32.0,40.0
17609,53,60.0,44.0,53.0,59.0,37.0,48.0
17611,53,50.0,26.0,31.0,31.0,53.0,59.0
17612,53,69.0,43.0,46.0,61.0,24.0,38.0
17614,53,53.0,26.0,38.0,42.0,50.0,57.0
17615,53,73.0,28.0,38.0,47.0,51.0,54.0
17616,53,53.0,53.0,41.0,49.0,19.0,47.0
17617,53,56.0,55.0,41.0,47.0,19.0,50.0
17618,53,66.0,45.0,48.0,58.0,29.0,52.0
17619,53,53.0,24.0,31.0,30.0,54.0,59.0
17620,53,57.0,22.0,36.0,41.0,51.0,57.0
17621,53,63.0,44.0,51.0,51.0,44.0,61.0
17622,53,66.0,44.0,54.0,61.0,39.0,47.0
17623,53,71.0,49.0,44.0,56.0,25.0,53.0
17624,53,64.0,40.0,50.0,50.0,45.0,61.0
17625,53,69.0,47.0,45.0,57.0,29.0,38.0
17627,53,68.0,28.0,43.0,51.0,49.0,50.0
17629,53,74.0,46.0,46.0,56.0,27.0,48.0
17630,53,60.0,27.0,44.0,48.0,49.0,64.0
17631,53,55.0,20.0,32.0,36.0,50.0,55.0
17632,53,66.0,36.0,51.0,60.0,33.0,46.0
17633,53,72.0,55.0,45.0,57.0,25.0,36.0
17634,53,67.0,28.0,39.0,52.0,51.0,57.0
17635,53,69.0,41.0,46.0,59.0,40.0,55.0
17636,53,74.0,44.0,48.0,61.0,30.0,48.0
17637,53,67.0,43.0,46.0,58.0,33.0,40.0
17638,53,67.0,20.0,41.0,54.0,47.0,48.0
17639,53,70.0,46.0,53.0,51.0,50.0,47.0
17641,53,65.0,38.0,45.0,52.0,49.0,62.0
17642,53,67.0,27.0,35.0,47.0,53.0,59.0
17643,53,64.0,40.0,48.0,58.0,43.0,58.0
17644,53,68.0,51.0,49.0,56.0,32.0,46.0
17645,53,66.0,47.0,49.0,56.0,24.0,40.0
17646,53,53.0,26.0,34.0,33.0,53.0,60.0
17647,53,58.0,55.0,36.0,48.0,18.0,48.0
17649,53,80.0,49.0,44.0,56.0,22.0,49.0
17650,53,70.0,39.0,51.0,52.0,35.0,56.0
17651,53,60.0,53.0,36.0,51.0,18.0,51.0
17652,53,55.0,24.0,27.0,30.0,54.0,55.0
17653,53,71.0,50.0,50.0,51.0,24.0,43.0
17654,53,55.0,47.0,41.0,52.0,34.0,57.0
17656,53,63.0,25.0,35.0,38.0,51.0,54.0
17659,53,65.0,36.0,47.0,44.0,53.0,48.0
17660,53,69.0,43.0,50.0,55.0,49.0,59.0
17661,53,77.0,50.0,44.0,57.0,23.0,45.0
17662,53,66.0,53.0,34.0,51.0,21.0,45.0
17663,53,60.0,53.0,37.0,50.0,18.0,55.0
17665,53,59.0,35.0,51.0,48.0,52.0,53.0
17666,53,62.0,41.0,48.0,57.0,34.0,45.0
17667,53,73.0,53.0,45.0,60.0,16.0,50.0
17670,53,65.0,45.0,50.0,52.0,33.0,47.0
17671,53,65.0,25.0,42.0,55.0,51.0,55.0
17672,53,66.0,51.0,46.0,58.0,24.0,38.0
17673,53,55.0,24.0,27.0,35.0,53.0,61.0
17674,53,56.0,25.0,26.0,34.0,54.0,58.0
17676,53,65.0,41.0,51.0,57.0,49.0,49.0
17677,53,59.0,48.0,39.0,47.0,25.0,69.0
17678,53,53.0,34.0,54.0,56.0,31.0,38.0
17680,53,61.0,40.0,49.0,61.0,32.0,37.0
17681,53,56.0,54.0,38.0,51.0,20.0,42.0
17682,53,71.0,51.0,40.0,50.0,17.0,55.0
17683,53,74.0,49.0,42.0,49.0,20.0,63.0
17684,53,64.0,29.0,33.0,52.0,51.0,52.0
17685,53,66.0,45.0,48.0,56.0,25.0,43.0
17686,53,61.0,52.0,36.0,53.0,23.0,52.0
17687,53,72.0,51.0,35.0,55.0,20.0,54.0
17688,53,61.0,26.0,34.0,51.0,55.0,58.0
17690,53,69.0,42.0,50.0,55.0,42.0,51.0
17691,53,74.0,46.0,44.0,56.0,27.0,47.0
17692,53,59.0,27.0,42.0,52.0,51.0,54.0
17693,53,57.0,36.0,49.0,52.0,50.0,55.0
17694,53,63.0,29.0,33.0,49.0,55.0,52.0
17695,53,72.0,33.0,41.0,51.0,50.0,58.0
17697,53,62.0,44.0,49.0,56.0,28.0,53.0
17699,53,71.0,49.0,50.0,58.0,36.0,53.0
17700,53,64.0,54.0,43.0,62.0,23.0,43.0
17701,53,65.0,40.0,52.0,49.0,47.0,63.0
17702,53,58.0,57.0,36.0,53.0,22.0,43.0
17703,53,67.0,25.0,29.0,35.0,53.0,61.0
17704,53,48.0,50.0,46.0,56.0,21.0,51.0
17705,53,64.0,38.0,48.0,54.0,47.0,58.0
17707,53,61.0,55.0,37.0,53.0,17.0,37.0
17708,53,73.0,44.0,47.0,53.0,23.0,42.0
17709,53,63.0,28.0,37.0,46.0,51.0,59.0
17710,53,67.0,41.0,50.0,57.0,48.0,46.0
17711,53,55.0,51.0,39.0,54.0,21.0,48.0
17713,53,54.0,23.0,30.0,31.0,53.0,64.0
17714,53,66.0,40.0,48.0,53.0,42.0,54.0
17716,53,73.0,49.0,49.0,51.0,26.0,44.0
17717,53,67.0,34.0,48.0,55.0,46.0,57.0
17718,53,56.0,27.0,35.0,32.0,53.0,57.0
17719,53,60.0,39.0,49.0,51.0,46.0,62.0
17720,53,54.0,30.0,33.0,34.0,52.0,56.0
17721,53,61.0,35.0,51.0,55.0,53.0,45.0
17722,53,65.0,24.0,33.0,34.0,51.0,55.0
17723,53,65.0,49.0,45.0,59.0,24.0,48.0
17724,53,78.0,51.0,41.0,58.0,29.0,40.0
17727,53,69.0,23.0,32.0,33.0,51.0,60.0
17728,53,71.0,51.0,46.0,55.0,21.0,54.0
17729,53,64.0,45.0,51.0,55.0,30.0,45.0
17730,53,46.0,49.0,36.0,50.0,22.0,67.0
17731,53,62.0,44.0,50.0,56.0,49.0,49.0
17732,53,63.0,38.0,58.0,50.0,35.0,59.0
17733,53,57.0,23.0,34.0,39.0,51.0,64.0
17735,53,62.0,27.0,40.0,45.0,53.0,58.0
17736,53,68.0,28.0,38.0,46.0,53.0,60.0
17739,53,64.0,37.0,55.0,54.0,49.0,58.0
17740,53,71.0,25.0,41.0,58.0,48.0,57.0
17741,53,71.0,40.0,49.0,58.0,23.0,35.0
17742,53,53.0,53.0,44.0,56.0,21.0,52.0
17743,53,49.0,53.0,35.0,50.0,17.0,68.0
17746,53,45.0,54.0,37.0,52.0,25.0,52.0
17747,53,66.0,47.0,53.0,58.0,40.0,51.0
17748,53,78.0,44.0,47.0,52.0,35.0,60.0
17749,53,65.0,42.0,54.0,51.0,43.0,49.0
17751,53,65.0,44.0,49.0,55.0,23.0,37.0
17752,53,64.0,43.0,50.0,55.0,39.0,50.0
17753,53,62.0,35.0,49.0,55.0,44.0,49.0
17754,53,62.0,54.0,49.0,57.0,25.0,39.0
17755,53,64.0,41.0,51.0,53.0,47.0,49.0
17756,53,69.0,49.0,48.0,55.0,39.0,67.0
17757,53,83.0,46.0,45.0,58.0,47.0,44.0
17760,53,56.0,55.0,34.0,46.0,21.0,56.0
17761,53,69.0,50.0,38.0,53.0,17.0,52.0
17762,53,63.0,27.0,30.0,51.0,52.0,63.0
17763,53,58.0,23.0,31.0,37.0,49.0,67.0
17764,53,62.0,33.0,52.0,58.0,44.0,56.0
17765,53,54.0,56.0,35.0,49.0,18.0,45.0
17766,53,53.0,51.0,35.0,49.0,23.0,57.0
17767,53,60.0,46.0,58.0,53.0,39.0,44.0
17768,53,65.0,42.0,51.0,51.0,51.0,59.0
17770,53,64.0,39.0,46.0,54.0,52.0,59.0
17774,53,62.0,29.0,32.0,51.0,58.0,54.0
17777,53,57.0,24.0,42.0,31.0,54.0,60.0
17778,53,65.0,28.0,31.0,51.0,54.0,51.0
17779,53,50.0,52.0,32.0,45.0,28.0,66.0
17780,52,77.0,49.0,42.0,56.0,17.0,39.0
17781,52,54.0,22.0,28.0,29.0,52.0,59.0
17782,52,61.0,32.0,43.0,53.0,48.0,51.0
17783,52,59.0,25.0,32.0,35.0,51.0,55.0
17784,52,62.0,40.0,51.0,54.0,35.0,49.0
17785,52,58.0,27.0,29.0,30.0,52.0,61.0
17786,52,76.0,38.0,49.0,53.0,48.0,64.0
17787,52,59.0,27.0,44.0,51.0,49.0,59.0
17788,52,64.0,42.0,54.0,54.0,37.0,37.0
17789,52,76.0,48.0,41.0,57.0,22.0,40.0
17790,52,59.0,27.0,31.0,33.0,51.0,58.0
17792,52,70.0,42.0,48.0,55.0,23.0,34.0
17793,52,79.0,24.0,35.0,32.0,48.0,65.0
17794,52,62.0,28.0,40.0,45.0,52.0,54.0
17795,52,63.0,38.0,48.0,52.0,43.0,58.0
17796,52,51.0,22.0,32.0,32.0,52.0,50.0
17797,52,57.0,37.0,50.0,52.0,51.0,60.0
17798,52,66.0,38.0,53.0,50.0,36.0,56.0
17799,52,64.0,45.0,49.0,54.0,35.0,48.0
17800,52,60.0,52.0,42.0,54.0,18.0,45.0
17801,52,61.0,22.0,30.0,39.0,51.0,57.0
17802,52,66.0,45.0,51.0,50.0,39.0,56.0
17803,52,62.0,45.0,49.0,58.0,35.0,48.0
17804,52,67.0,52.0,38.0,50.0,19.0,51.0
17805,52,61.0,39.0,50.0,51.0,43.0,55.0
17807,52,62.0,40.0,48.0,55.0,32.0,50.0
17808,52,68.0,26.0,40.0,34.0,50.0,61.0
17810,52,60.0,46.0,46.0,59.0,32.0,44.0
17812,52,64.0,45.0,51.0,56.0,42.0,44.0
17813,52,69.0,41.0,47.0,52.0,43.0,61.0
17814,52,60.0,32.0,47.0,52.0,47.0,56.0
17815,52,69.0,27.0,39.0,43.0,49.0,57.0
17816,52,67.0,48.0,49.0,50.0,24.0,51.0
17817,52,70.0,39.0,50.0,56.0,42.0,42.0
17818,52,66.0,24.0,27.0,31.0,53.0,55.0
17819,52,66.0,48.0,47.0,53.0,27.0,41.0
17821,52,62.0,40.0,47.0,55.0,49.0,58.0
17822,52,62.0,52.0,42.0,54.0,29.0,53.0
17823,52,68.0,49.0,40.0,56.0,19.0,40.0
17824,52,72.0,53.0,38.0,51.0,20.0,52.0
17825,52,65.0,48.0,49.0,57.0,33.0,54.0
17826,52,78.0,49.0,34.0,51.0,18.0,43.0
17827,52,68.0,45.0,47.0,52.0,33.0,41.0
17830,52,54.0,25.0,28.0,35.0,50.0,64.0
17831,52,60.0,44.0,50.0,51.0,35.0,41.0
17833,52,83.0,46.0,41.0,56.0,18.0,46.0
17835,52,69.0,48.0,49.0,54.0,24.0,35.0
17836,52,56.0,29.0,30.0,35.0,54.0,55.0
17837,52,67.0,38.0,51.0,51.0,30.0,53.0
17838,52,65.0,33.0,48.0,48.0,50.0,54.0
17839,52,64.0,43.0,50.0,56.0,39.0,40.0
17841,52,58.0,23.0,30.0,34.0,52.0,55.0
17842,52,61.0,49.0,39.0,59.0,26.0,52.0
17844,52,65.0,46.0,54.0,54.0,38.0,41.0
17845,52,67.0,43.0,50.0,59.0,40.0,41.0
17848,52,58.0,25.0,35.0,40.0,49.0,60.0
17849,52,65.0,47.0,50.0,56.0,49.0,48.0
17850,52,68.0,50.0,50.0,49.0,44.0,65.0
17852,52,63.0,38.0,51.0,54.0,43.0,52.0
17853,52,66.0,42.0,49.0,56.0,49.0,51.0
17854,52,58.0,25.0,30.0,36.0,51.0,63.0
17855,52,76.0,46.0,45.0,52.0,22.0,49.0
17856,52,63.0,35.0,48.0,48.0,48.0,59.0
17857,52,70.0,50.0,38.0,55.0,20.0,45.0
17858,52,76.0,25.0,37.0,48.0,49.0,57.0
17859,52,59.0,34.0,49.0,52.0,48.0,59.0
17861,52,70.0,41.0,49.0,53.0,46.0,62.0
17862,52,51.0,50.0,35.0,44.0,26.0,63.0
17863,52,61.0,23.0,28.0,35.0,51.0,58.0
17864,52,73.0,48.0,37.0,52.0,20.0,56.0
17865,52,62.0,28.0,42.0,55.0,48.0,59.0
17866,52,72.0,41.0,55.0,56.0,47.0,55.0
17867,52,74.0,28.0,37.0,47.0,47.0,43.0
17868,52,78.0,48.0,42.0,51.0,29.0,56.0
17869,52,65.0,47.0,43.0,57.0,21.0,39.0
17870,52,65.0,38.0,50.0,53.0,26.0,42.0
17871,52,60.0,26.0,34.0,52.0,54.0,48.0
17872,52,62.0,43.0,52.0,54.0,33.0,44.0
17873,52,51.0,50.0,39.0,52.0,21.0,54.0
17874,52,65.0,52.0,33.0,55.0,20.0,51.0
17875,52,66.0,47.0,41.0,55.0,25.0,39.0
17876,52,56.0,27.0,33.0,38.0,51.0,60.0
17877,52,74.0,51.0,50.0,54.0,40.0,44.0
17878,52,57.0,32.0,40.0,46.0,49.0,60.0
17879,52,70.0,49.0,44.0,61.0,26.0,34.0
17880,52,60.0,33.0,49.0,53.0,49.0,61.0
17881,52,60.0,25.0,32.0,36.0,50.0,57.0
17882,52,72.0,38.0,47.0,49.0,48.0,61.0
17883,52,61.0,23.0,26.0,34.0,49.0,65.0
17886,52,50.0,40.0,50.0,56.0,48.0,54.0
17889,52,71.0,38.0,47.0,61.0,25.0,42.0
17890,52,68.0,56.0,46.0,51.0,49.0,52.0
17891,52,62.0,38.0,48.0,55.0,47.0,57.0
17892,52,71.0,49.0,38.0,57.0,17.0,39.0
17893,52,66.0,51.0,44.0,55.0,15.0,42.0
17895,52,56.0,26.0,33.0,38.0,50.0,58.0
17896,52,56.0,28.0,31.0,32.0,52.0,58.0
17897,52,76.0,26.0,33.0,47.0,46.0,58.0
17899,52,49.0,23.0,32.0,32.0,51.0,60.0
17900,52,62.0,52.0,39.0,54.0,17.0,53.0
17901,52,64.0,28.0,33.0,51.0,49.0,57.0
17904,52,60.0,27.0,27.0,41.0,51.0,57.0
17905,52,69.0,38.0,47.0,55.0,28.0,40.0
17906,52,66.0,41.0,56.0,60.0,33.0,43.0
17908,52,62.0,33.0,46.0,45.0,46.0,62.0
17909,52,62.0,42.0,47.0,56.0,46.0,65.0
17910,52,68.0,41.0,53.0,50.0,39.0,48.0
17911,52,62.0,41.0,47.0,53.0,41.0,62.0
17912,52,69.0,48.0,45.0,58.0,31.0,50.0
17913,52,58.0,22.0,28.0,34.0,53.0,56.0
17915,52,63.0,40.0,53.0,59.0,34.0,49.0
17916,52,58.0,35.0,52.0,48.0,48.0,53.0
17917,52,59.0,28.0,30.0,32.0,54.0,53.0
17918,52,73.0,37.0,49.0,55.0,44.0,61.0
17923,52,62.0,24.0,28.0,34.0,51.0,60.0
17924,52,67.0,51.0,39.0,49.0,18.0,50.0
17925,52,59.0,36.0,49.0,53.0,48.0,51.0
17926,52,62.0,51.0,41.0,48.0,19.0,52.0
17928,52,60.0,47.0,34.0,51.0,23.0,65.0
17929,52,60.0,28.0,39.0,48.0,48.0,50.0
17931,52,70.0,43.0,52.0,56.0,35.0,41.0
17932,52,61.0,35.0,49.0,50.0,59.0,59.0
17933,52,73.0,51.0,39.0,52.0,18.0,47.0
17934,52,68.0,51.0,45.0,59.0,22.0,51.0
17939,52,52.0,52.0,40.0,51.0,41.0,46.0
17945,52,64.0,53.0,41.0,59.0,26.0,65.0
17946,52,24.0,22.0,30.0,23.0,50.0,57.0
